Date,Configuration,Customer Postcode,Store Postcode,Retail Price,month
4/25/2013 0:42,147,SE1 3UB,E2 0RY,415,4
4/25/2013 0:48,209,W6 9TA,W10 6HQ,435,4
4/25/2013 0:55,197,WC2A 3HP,SW1P 3AU,470,4
4/25/2013 0:56,54,SW18 1NN,SW12 9HD,400,4
4/25/2013 0:58,309,W1T 1HJ,NW5 2QH,540,4
4/25/2013 1:01,312,WC2H 8LE,SW1V 4QQ,550,4
4/25/2013 1:15,31,SE24 0NG,SW1P 3AU,480,4
4/25/2013 1:18,28,RM10 8QS,E7 8NW,350,4
4/25/2013 1:27,214,E14 7LS,E2 0RY,445,4
4/25/2013 1:39,354,CR7 8RY,CR7 8LE,465,4
4/25/2013 1:41,168,SE1 8NL,SE1 2BN,470,4
4/25/2013 1:52,201,E12 5BP,E7 8NW,390,4
4/25/2013 1:54,319,SE11 4DJ,SW1P 3AU,580,4
4/25/2013 2:01,340,WC1B 5BP,NW5 2QH,480,4
4/25/2013 2:01,27,N7 0SJ,N17 6QA,400,4
4/25/2013 2:05,170,NW3 1NT,NW5 2QH,330,4
4/25/2013 2:05,347,W1T 1HH,SW1P 3AU,510,4
4/25/2013 2:17,21,SE1 8NL,SE1 2BN,440,4
4/25/2013 2:23,364,EC1M 6BH,SE1 2BN,485,4
4/25/2013 2:26,55,W1F 7QY,NW5 2QH,510,4
4/25/2013 2:31,53,N22 6UX,NW5 2QH,450,4
4/25/2013 2:32,12,W1U 4AP,SW1P 3AU,325,4
4/25/2013 2:36,345,SW4 7AA,SW12 9HD,470,4
4/25/2013 2:41,367,NW1 1TP,SW1V 4QQ,615,4
4/25/2013 2:49,70,E1W 2PN,SE1 2BN,425,4
4/25/2013 2:50,173,E8 3BH,SE1 2BN,440,4
4/25/2013 2:58,310,W1F 7HH,SW1P 3AU,490,4
4/25/2013 3:06,25,WC1X 9NB,SW1P 3AU,360,4
4/25/2013 3:15,53,W6 7BL,W4 3PH,450,4
4/25/2013 3:17,313,EC1Y 4SA,SW1P 3AU,460,4
4/25/2013 3:23,301,EC3A 5AY,SE1 2BN,495,4
4/25/2013 3:28,354,EC4N 1SP,SW1P 3AU,465,4
4/25/2013 3:30,296,SE8 3JD,SE8 3JD,525,4
4/25/2013 3:36,9,WC1N 3ES,SW1V 4QQ,335,4
4/25/2013 3:42,305,SW18 1NN,SW1V 4QQ,480,4
4/25/2013 3:53,31,WC2R 0DW,SW1V 4QQ,480,4
4/25/2013 3:53,163,W1Y 7HJ,W10 6HQ,440,4
4/25/2013 3:55,309,E11 1NP,N17 6QA,540,4
4/25/2013 4:09,210,SW19 7NE,SW18 1NN,385,4
4/25/2013 4:11,80,N5 2LL,E2 0RY,465,4
4/25/2013 4:11,200,E1 7LS,SW1P 3AU,480,4
4/25/2013 4:26,350,SE25 6EA,SE8 3JD,480,4
4/25/2013 4:26,23,N7 9BL,E2 0RY,500,4
4/25/2013 4:45,317,SW3 1LA,SW1P 3AU,520,4
4/25/2013 5:02,167,SW19 5BA,SW18 1NN,520,4
4/25/2013 5:04,222,EC4R 3TE,SE1 2BN,425,4
4/25/2013 5:04,158,WC2H 9EB,SW1P 3AU,365,4
4/25/2013 5:19,15,N1 9DU,SW1P 3AU,455,4
4/25/2013 5:32,315,SW16 1DA,SW12 9HD,500,4
4/25/2013 5:39,368,W1W 6PS,SW1V 4QQ,565,4
4/25/2013 5:43,351,W1J 5DE,W10 6HQ,590,4
4/25/2013 5:44,15,E13 0AD,E7 8NW,455,4
4/25/2013 5:55,363,N16 0LA,NW5 2QH,535,4
4/25/2013 5:56,75,WC2R 3JJ,SW1P 3AU,435,4
4/25/2013 6:00,20,SE1 1HR,SW1V 4QQ,370,4
4/25/2013 6:15,3,SW8 3JW,SW18 1NN,395,4
4/25/2013 6:17,175,W1K 5RE,SW1V 4QQ,500,4
4/25/2013 6:54,318,WC2E 9LH,SW1P 3AU,470,4
4/25/2013 6:55,304,W1H 7AF,W10 6HQ,505,4
4/25/2013 6:59,292,EC1N 6SJ,SE1 2BN,445,4
4/25/2013 7:02,195,NW5 2QH,SW1P 3AU,450,4
4/25/2013 7:22,67,WC1N 1HX,SW1P 3AU,455,4
4/25/2013 7:22,219,SW16 6LQ,SW12 9HD,455,4
4/25/2013 7:26,353,E1 6LY,E2 0RY,515,4
4/25/2013 7:28,291,WC2E 9LH,SW1V 4QQ,495,4
4/25/2013 7:31,297,W2 6DT,W10 6HQ,435,4
4/25/2013 7:39,25,KT7 0JP,SW18 1NN,360,4
4/25/2013 7:40,15,N1 9RY,SE1 2BN,455,4
4/25/2013 7:42,313,WC2E 8BT,SW1V 4QQ,460,4
4/25/2013 7:49,80,E1 1DE,E2 0RY,465,4
4/25/2013 8:06,50,E1 8AH,E2 0RY,340,4
4/25/2013 8:15,213,EC1R 3BL,SW1P 3AU,495,4
4/25/2013 8:29,224,CR0 2QA,SW18 1NN,485,4
4/25/2013 8:35,154,EC1R 3AN,SE1 2BN,305,4
4/25/2013 8:55,67,E2 0JD,SE1 2BN,455,4
4/25/2013 9:03,347,WC1A 1LH,SW1V 4QQ,510,4
4/25/2013 9:09,61,EC1A 7AA,E2 0RY,430,4
4/25/2013 9:09,300,W1D 4UB,SW1V 4QQ,425,4
4/25/2013 9:31,208,EC4A 4DH,SW1V 4QQ,460,4
4/25/2013 9:38,320,WC2N 6HL,SW1V 4QQ,530,4
4/25/2013 9:39,153,SE5 8QU,SW1P 3AU,355,4
4/25/2013 9:39,353,E2 9LH,E2 0RY,515,4
4/25/2013 9:45,153,NW3 2QE,N3 1DH,355,4
4/25/2013 9:48,65,E2 9LY,SE1 2BN,415,4
4/25/2013 9:49,70,SE15 4HY,SE8 3JD,425,4
4/25/2013 9:49,297,EC1M 6EB,SW1P 3AU,435,4
4/25/2013 9:55,176,EC4M 9EH,SW1P 3AU,450,4
4/25/2013 9:56,79,SE1 6TJ,SW1V 4QQ,515,4
4/25/2013 9:57,23,WD7 7NP,N3 1DH,500,4
4/25/2013 10:04,351,SW8 1XP,SW1P 3AU,590,4
4/25/2013 10:06,5,WC2B 5TB,SW1P 3AU,415,4
4/25/2013 10:16,205,SE26 4QY,SW12 9HD,450,4
4/25/2013 10:16,62,EC1R 5DU,SW1P 3AU,380,4
4/25/2013 10:18,358,W1D 5BH,NW5 2QH,525,4
4/25/2013 10:19,216,N1 9AP,SW1V 4QQ,505,4
4/25/2013 10:20,355,W1W 6DS,SW1V 4QQ,555,4
4/25/2013 10:28,290,N1 2DU,NW5 2QH,405,4
4/25/2013 10:29,10,E6 2JA,SE8 3JD,285,4
4/25/2013 10:44,152,SW16 6LQ,SW12 9HD,445,4
4/25/2013 10:51,63,E1 4AA,SE1 2BN,490,4
4/25/2013 10:58,339,W12 9ER,SW18 1NN,530,4
4/25/2013 11:06,304,W3 9DD,SW18 1NN,505,4
4/25/2013 11:07,74,E1 2NB,E2 0RY,345,4
4/25/2013 11:11,289,W1G 7EQ,SW1V 4QQ,455,4
4/25/2013 11:22,353,N7 0JN,SW1P 3AU,515,4
4/25/2013 11:23,214,N1 8JT,NW5 2QH,445,4
4/25/2013 11:24,364,N5 1EA,NW5 2QH,485,4
4/25/2013 11:26,346,EC1Y 1BD,E2 0RY,420,4
4/25/2013 11:38,151,W1W 6PS,SW1P 3AU,495,4
4/25/2013 11:39,290,SW7 4TE,W10 6HQ,405,4
4/25/2013 11:47,310,SE19 1PF,SE8 3JD,490,4
4/25/2013 11:59,340,EC1R 0HA,SE1 2BN,480,4
4/25/2013 12:03,356,W1D 5DD,SW1P 3AU,505,4
4/25/2013 12:10,319,SE24 0NJ,SW12 9HD,580,4
4/25/2013 12:10,23,EC4V 2BA,E2 0RY,500,4
4/25/2013 12:12,166,KT7 0JP,KT2 5AU,410,4
4/25/2013 12:27,340,EC2M 3TH,SW1P 3AU,480,4
4/25/2013 12:29,358,IG11 8TN,E7 8NW,525,4
4/25/2013 12:34,297,SE7 8SU,SE8 3JD,435,4
4/25/2013 12:41,171,EC1V 7DT,E2 0RY,420,4
4/25/2013 13:02,307,SE25 4UN,CR7 8LE,520,4
4/25/2013 13:03,148,SW1H 0DB,SW1V 4QQ,365,4
4/25/2013 13:24,292,W1D 5BH,NW5 2QH,445,4
4/25/2013 13:29,200,WC1H 8BS,NW5 2QH,480,4
4/25/2013 13:31,317,W1Y 7HJ,SW1P 3AU,520,4
4/25/2013 13:36,316,SE19 3HF,SW18 1NN,450,4
4/25/2013 13:41,346,SE1 9UD,SW1V 4QQ,420,4
4/25/2013 13:42,339,SE24 0NG,SW1V 4QQ,530,4
4/25/2013 13:42,75,WC2H 9EP,SW1V 4QQ,435,4
4/25/2013 13:47,28,E17 9NL,N17 6QA,350,4
4/25/2013 13:47,53,SW1Y 6PP,SE1 2BN,450,4
4/25/2013 13:48,49,EC1R 0DY,NW5 2QH,390,4
4/25/2013 13:55,354,EC4A 2BU,SW1V 4QQ,465,4
4/25/2013 14:08,21,SW1A 2BX,SE1 2BN,440,4
4/25/2013 14:26,208,W1V 7LF,SW1V 4QQ,460,4
4/25/2013 14:43,359,EC3A 8AH,E2 0RY,635,4
4/25/2013 14:45,171,W1F 8SR,SW1P 3AU,420,4
4/25/2013 14:48,296,SW12 9HD,SW18 1NN,525,4
4/25/2013 14:48,317,E12 6PH,E2 0RY,520,4
4/25/2013 14:54,195,SW15 1JN,SW18 1NN,450,4
4/25/2013 15:11,341,EC2A 3PE,E2 0RY,550,4
4/25/2013 15:17,22,W1K 4PU,SW1V 4QQ,390,4
4/25/2013 15:38,12,E2 0JD,SE8 3JD,325,4
4/25/2013 15:42,364,CR0 2DW,SW12 9HD,485,4
4/25/2013 15:46,25,EC3R 8BU,SW1P 3AU,360,4
4/25/2013 15:50,205,W1T 5ND,NW5 2QH,450,4
4/25/2013 16:01,203,N7 0SF,NW5 2QH,430,4
4/25/2013 16:04,208,SW7 3QG,SW1V 4QQ,460,4
4/25/2013 16:08,7,SW4 0JG,SW18 1NN,475,4
4/25/2013 16:29,15,WC2E 7DN,SE1 2BN,455,4
4/25/2013 16:30,313,IG2 6BX,E7 8NW,460,4
4/25/2013 16:40,61,N1 2XD,NW5 2QH,430,4
4/25/2013 16:41,221,EC3R 5AQ,SW1P 3AU,475,4
4/25/2013 16:44,345,SE25 5AG,SE8 3JD,470,4
4/25/2013 16:47,366,KT2 5EE,W4 3PH,505,4
4/25/2013 16:54,362,WC2E 7AU,SW1P 3AU,445,4
4/25/2013 16:56,317,N1 3PB,NW5 2QH,520,4
4/25/2013 16:56,299,WC2E 8BT,SW1P 3AU,475,4
4/25/2013 17:13,15,SW1V 2EE,SW1P 3AU,455,4
4/25/2013 17:34,348,SE23 1JB,SE8 3JD,460,4
4/25/2013 17:36,175,WC2H 9PS,SW1P 3AU,500,4
4/25/2013 17:49,23,SE27 9ND,SW1V 4QQ,500,4
4/25/2013 17:58,362,N16 8RY,NW5 2QH,445,4
4/25/2013 18:06,319,EC1M 4DR,SW1P 3AU,580,4
4/25/2013 18:07,159,SE19 1RX,CR7 8LE,475,4
4/25/2013 18:08,79,W1T 1JQ,NW5 2QH,515,4
4/25/2013 18:17,193,SE1 6TJ,SW1P 3AU,410,4
4/25/2013 18:20,64,EC4A 3BQ,SW1P 3AU,440,4
4/25/2013 18:31,315,N7 0BL,SW1P 3AU,500,4
4/25/2013 18:43,25,WC1N 1AL,NW5 2QH,360,4
4/25/2013 18:46,176,W1U 2QU,SW1V 4QQ,450,4
4/25/2013 18:49,203,SE22 8HJ,SW12 9HD,430,4
4/25/2013 19:04,320,N1 8JT,NW5 2QH,530,4
4/25/2013 19:11,224,SW10 0PL,SW18 1NN,485,4
4/25/2013 19:12,151,SE13 6LE,E2 0RY,495,4
4/25/2013 19:22,207,SE6 4RE,SE8 3JD,510,4
4/25/2013 19:23,172,N7 0BP,NW5 2QH,370,4
4/25/2013 19:28,50,SE11 4DJ,SW1V 4QQ,340,4
4/25/2013 19:33,69,SW1V 1RY,SW1V 4QQ,475,4
4/25/2013 19:33,173,N1 9HS,NW5 2QH,440,4
4/25/2013 19:33,197,SW1Y 6DB,SW1P 3AU,470,4
4/25/2013 19:50,198,WC2A 3HP,SW1P 3AU,420,4
4/25/2013 19:55,296,W1B 5DL,SW1P 3AU,525,4
4/25/2013 19:58,308,EC2M 4NR,SW1P 3AU,470,4
4/25/2013 20:02,195,SW1Y 5AT,SE1 2BN,450,4
4/25/2013 20:06,54,WC2E 7DN,SW1V 4QQ,400,4
4/25/2013 20:07,24,E2 0RY,E2 0RY,450,4
4/25/2013 20:10,176,EC1A 9JU,E2 0RY,450,4
4/25/2013 20:17,165,WC1V 6BS,SW1P 3AU,460,4
4/25/2013 20:20,1,SE25 6EF,SE8 3JD,355,4
4/25/2013 20:23,340,E3 5BH,E2 0RY,480,4
4/25/2013 20:29,360,NW6 2LU,NW5 2QH,585,4
4/25/2013 20:32,219,E1W 1AP,SE8 3JD,455,4
4/25/2013 20:33,311,N7 8EE,E2 0RY,600,4
4/25/2013 20:36,209,TW10 7AA,W4 3PH,435,4
4/25/2013 20:37,216,WC1E 6JL,SW1P 3AU,505,4
4/25/2013 20:43,302,EC4V 4EG,SW1V 4QQ,445,4
4/25/2013 20:46,316,SE15 3QQ,SE8 3JD,450,4
4/25/2013 20:51,207,EC3V 9BJ,SW1P 3AU,510,4
4/25/2013 21:00,294,SW11 1RU,SW12 9HD,465,4
4/25/2013 21:07,214,SE1 2TF,SW1P 3AU,445,4
4/25/2013 21:10,23,W1B 5PP,SW1P 3AU,500,4
4/25/2013 21:11,79,SW1A 2NH,SW1V 4QQ,515,4
4/25/2013 21:25,338,W1T 4EY,SW1P 3AU,440,4
4/25/2013 21:28,9,W1B 5DP,NW5 2QH,335,4
4/25/2013 21:45,173,KT2 6HT,W4 3PH,440,4
4/25/2013 21:46,76,SW1P 3AU,SW1P 3AU,385,4
4/25/2013 21:56,315,SE15 3NX,SE8 3JD,500,4
4/25/2013 21:56,2,N16 8RY,E2 0RY,305,4
4/25/2013 22:00,207,E14 8JH,SE1 2BN,510,4
4/25/2013 22:11,163,SE5 8QU,SW1P 3AU,440,4
4/25/2013 22:11,355,SE10 9NW,E2 0RY,555,4
4/25/2013 22:14,359,W2 2AF,W10 6HQ,635,4
4/25/2013 22:14,195,WC2H 8LN,SW1V 4QQ,450,4
4/25/2013 22:28,14,WC1X 8TZ,SE1 2BN,345,4
4/25/2013 22:28,361,E1W 3SP,SE8 3JD,495,4
4/25/2013 22:42,352,WC2B 5EL,SW1V 4QQ,540,4
4/25/2013 22:47,213,EC4A 2BU,SW1P 3AU,495,4
4/25/2013 22:50,310,SE1 8HA,SE1 2BN,490,4
4/25/2013 23:35,320,W2 4AH,SW1P 3AU,530,4
4/25/2013 23:42,203,SE1 8TB,SW1V 4QQ,430,4
4/25/2013 23:55,308,SW19 3NW,SW18 1NN,470,4
4/25/2013 23:58,352,CR0 2DW,SW12 9HD,540,4
4/26/2013 0:01,163,NW10 4UA,W4 3PH,440,4
4/26/2013 0:03,304,SE22 0RR,SW12 9HD,505,4
4/26/2013 0:08,31,W2 2AF,SW1P 3AU,480,4
4/26/2013 0:09,302,SE1 1ER,SW1V 4QQ,445,4
4/26/2013 0:15,355,N1 0RW,SW1P 3AU,555,4
4/26/2013 0:20,72,SE1 8DA,SW1V 4QQ,485,4
4/26/2013 0:22,347,SW17 9NG,SW18 1NN,510,4
4/26/2013 0:28,292,W1F 7QY,SW1P 3AU,445,4
4/26/2013 0:28,15,SW19 3TA,SW12 9HD,455,4
4/26/2013 0:36,299,SE11 4LD,SW1V 4QQ,475,4
4/26/2013 0:40,61,N1 0PN,NW5 2QH,430,4
4/26/2013 0:46,356,E2 9LY,E2 0RY,505,4
4/26/2013 0:54,64,N22 6UX,N17 6QA,440,4
4/26/2013 1:02,355,SE1 1QN,SW1V 4QQ,555,4
4/26/2013 1:03,149,W12 9DH,SW18 1NN,435,4
4/26/2013 1:06,206,SW18 1NN,S1P 3AU,400,4
4/26/2013 1:09,293,W1F 0QA,SW1P 3AU,515,4
4/26/2013 1:10,176,WC2R 0NP,SW1P 3AU,450,4
4/26/2013 1:13,58,SW1W 8HR,SW18 1NN,320,4
4/26/2013 1:14,221,NW5 2QH,SW1P 3AU,475,4
4/26/2013 1:20,353,WC2N 4AP,SW1V 4QQ,515,4
4/26/2013 1:30,13,W9 1EH,W10 6HQ,395,4
4/26/2013 1:32,174,W2 3QH,SW1V 4QQ,390,4
4/26/2013 1:32,15,SW7 4TE,SW1P 3AU,455,4
4/26/2013 1:38,6,WC2H 0EA,SW1P 3AU,365,4
4/26/2013 1:41,197,TW7 6QJ,KT2 5AU,470,4
4/26/2013 1:47,224,W3 7JT,SW18 1NN,485,4
4/26/2013 1:52,304,WC1N 3LZ,SW1V 4QQ,505,4
4/26/2013 1:59,173,E14 7HG,E2 0RY,440,4
4/26/2013 2:07,7,E11 1NP,E2 0RY,475,4
4/26/2013 2:13,362,E1 2NB,SE1 2BN,445,4
4/26/2013 2:16,356,SE1 2TF,E2 0RY,505,4
4/26/2013 2:31,80,W11 1PY,SW1V 4QQ,465,4
4/26/2013 2:32,168,SE23 2NE,SE8 3JD,470,4
4/26/2013 2:33,305,W1D 3SU,SW1P 3AU,480,4
4/26/2013 2:46,51,N5 1EA,N17 6QA,430,4
4/26/2013 2:53,205,SE3 0QJ,E2 0RY,450,4
4/26/2013 2:56,302,N1 9RY,SW1P 3AU,445,4
4/26/2013 2:59,340,NW5 2QH,W10 6HQ,480,4
4/26/2013 3:03,357,W1F 7QW,NW5 2QH,575,4
4/26/2013 3:09,339,W1H 4HX,W10 6HQ,530,4
4/26/2013 3:11,152,SE25 6EF,SW12 9HD,445,4
4/26/2013 3:13,218,N1 2NA,E2 0RY,365,4
4/26/2013 3:14,163,WC2N 6HL,SE1 2BN,440,4
4/26/2013 3:17,70,N1 2TB,SE1 2BN,425,4
4/26/2013 3:17,207,SE10 9PD,SE1 2BN,510,4
4/26/2013 3:18,160,WC1B 3BA,SW1V 4QQ,425,4
4/26/2013 3:28,347,EC4M 9BR,SW1P 3AU,510,4
4/26/2013 3:32,363,W7 2PJ,W10 6HQ,535,4
4/26/2013 3:34,347,W1D 7PJ,SW1V 4QQ,510,4
4/26/2013 3:34,61,N1 0AX,E2 0RY,430,4
4/26/2013 3:36,208,N20 8NX,NW5 2QH,460,4
4/26/2013 3:38,340,EC4Y 1HT,SW1V 4QQ,480,4
4/26/2013 3:39,159,EC1V 4PH,SE1 2BN,475,4
4/26/2013 3:46,69,EC1A 9EJ,E2 0RY,475,4
4/26/2013 3:48,367,EC4A 4AB,SW1P 3AU,615,4
4/26/2013 3:57,27,N7 9EF,SW1P 3AU,400,4
4/26/2013 3:57,289,SW11 3BW,SW12 9HD,455,4
4/26/2013 4:02,312,EC2A 3BX,SE1 2BN,550,4
4/26/2013 4:04,348,E2 0JD,SE1 2BN,460,4
4/26/2013 4:21,297,WC2B 5QD,NW5 2QH,435,4
4/26/2013 4:22,219,N1 6AD,SW1P 3AU,455,4
4/26/2013 4:27,72,SE26 6RS,CR7 8LE,485,4
4/26/2013 4:28,152,N7 9EF,SW1P 3AU,445,4
4/26/2013 4:32,72,W1U 5JN,SW1V 4QQ,485,4
4/26/2013 4:34,313,W12 9ER,W4 3PH,460,4
4/26/2013 4:38,292,EC4V 5BH,SW1P 3AU,445,4
4/26/2013 4:43,213,W2 2AF,SW1P 3AU,495,4
4/26/2013 4:47,174,SE27 9QY,SE8 3JD,390,4
4/26/2013 4:51,60,SE1 8NY,SW1V 4QQ,360,4
4/26/2013 5:01,199,SE25 6EA,SW12 9HD,530,4
4/26/2013 5:03,61,W1W 5QU,SW1V 4QQ,430,4
4/26/2013 5:11,75,N2 9EY,NW5 2QH,435,4
4/26/2013 5:16,70,W6 9HW,SW18 1NN,425,4
4/26/2013 5:22,366,E12 6PH,E2 0RY,505,4
4/26/2013 5:23,203,WC1N 2PB,SE1 2BN,430,4
4/26/2013 5:26,222,EC3V 9DS,SW1P 3AU,425,4
4/26/2013 5:35,213,NW1 4BX,NW5 2QH,495,4
4/26/2013 5:37,78,EC4R 0AN,SE1 2BN,405,4
4/26/2013 5:41,70,SW1W 8EZ,SW1P 3AU,425,4
4/26/2013 5:42,70,W4 5LF,SW18 1NN,425,4
4/26/2013 5:44,21,W1F 7NX,SW1V 4QQ,440,4
4/26/2013 5:44,364,EC2M 6SA,SE1 2BN,485,4
4/26/2013 6:02,162,W1U 2QU,NW5 2QH,350,4
4/26/2013 6:12,296,SE19 2EZ,CR7 8LE,525,4
4/26/2013 6:13,199,EC3A 5AY,SE1 2BN,530,4
4/26/2013 6:13,304,SW4 0LN,SW18 1NN,505,4
4/26/2013 6:25,162,SW4 6DZ,SW1V 4QQ,350,4
4/26/2013 6:29,365,EC3V 0DN,E2 0RY,555,4
4/26/2013 6:31,22,SW1W 8HR,SW1V 4QQ,390,4
4/26/2013 6:57,292,WC1X 9JE,NW5 2QH,445,4
4/26/2013 7:18,307,KT2 6LQ,SW18 1NN,520,4
4/26/2013 7:19,345,W1U 2SA,SW1P 3AU,470,4
4/26/2013 7:25,80,SE21 7BJ,SW12 9HD,465,4
4/26/2013 7:29,206,SW4 0LB,SW1V 4QQ,400,4
4/26/2013 7:32,69,SE16 5EJ,E2 0RY,475,4
4/26/2013 7:35,53,E17 9NL,N17 6QA,450,4
4/26/2013 7:35,173,SW1Y 6PP,SW1V 4QQ,440,4
4/26/2013 7:38,352,WC1H 8JG,SW1P 3AU,540,4
4/26/2013 7:40,339,W11 1PY,SW1P 3AU,530,4
4/26/2013 7:41,344,EC2M 7NX,SW1P 3AU,560,4
4/26/2013 7:44,366,W3 7JT,W4 3PH,505,4
4/26/2013 7:47,366,SE22 8HJ,SW12 9HD,505,4
4/26/2013 7:52,31,W1W 6DL,SW1P 3AU,480,4
4/26/2013 7:52,316,CR7 8LE,SW12 9HD,450,4
4/26/2013 8:02,213,EC4Y 8BH,SE1 2BN,495,4
4/26/2013 8:03,151,NW1 2HR,NW5 2QH,495,4
4/26/2013 8:13,315,N1 1RL,SW1P 3AU,500,4
4/26/2013 8:19,365,W1D 5BE,NW5 2QH,555,4
4/26/2013 8:25,295,SW4 6DZ,SW12 9HD,575,4
4/26/2013 8:32,365,SE8 3JD,SE8 3JD,555,4
4/26/2013 8:34,302,EC1N 8QS,SE1 2BN,445,4
4/26/2013 8:38,176,WC1V 6BS,SW1P 3AU,450,4
4/26/2013 8:42,357,N1 8HD,NW5 2QH,575,4
4/26/2013 8:43,51,E6 1LA,SE8 3JD,430,4
4/26/2013 8:46,164,NW1 4EA,SW1P 3AU,390,4
4/26/2013 8:49,211,EC1A 7AA,SE1 2BN,475,4
4/26/2013 8:57,208,N1 0AX,NW5 2QH,460,4
4/26/2013 8:59,203,CR0 2QA,SW12 9HD,430,4
4/26/2013 9:00,345,EC4A 2BU,SW1P 3AU,470,4
4/26/2013 9:01,152,N1 8LU,NW5 2QH,445,4
4/26/2013 9:06,216,KT2 5EE,SW18 1NN,505,4
4/26/2013 9:06,297,SW1W 8TR,SW1P 3AU,435,4
4/26/2013 9:20,215,N3 1DH,N17 6QA,555,4
4/26/2013 9:23,345,WC2B 5JS,SW1P 3AU,470,4
4/26/2013 9:23,219,E15 4NL,E7 8NW,455,4
4/26/2013 9:27,21,EC1A 9JU,E2 0RY,440,4
4/26/2013 9:27,208,SW9 8HH,SW1P 3AU,460,4
4/26/2013 9:43,24,N1 1HW,E2 0RY,450,4
4/26/2013 9:44,298,W1H 5HE,SW1P 3AU,385,4
4/26/2013 9:55,159,N4 2DE,E2 0RY,475,4
4/26/2013 10:04,367,SE1 2TF,E2 0RY,615,4
4/26/2013 10:12,211,EC1V 9NU,SE1 2BN,475,4
4/26/2013 10:16,309,SW1W 8TR,SW1V 4QQ,540,4
4/26/2013 10:34,152,NW1 8QU,W10 6HQ,445,4
4/26/2013 10:46,339,SE25 5EU,CR7 8LE,530,4
4/26/2013 10:54,360,SE3 0RL,E2 0RY,585,4
4/26/2013 10:57,221,SE1 4YG,SW1V 4QQ,475,4
4/26/2013 11:02,53,N22 6UX,NW5 2QH,450,4
4/26/2013 11:28,344,SW18 1TF,SW12 9HD,560,4
4/26/2013 11:29,345,WC2H 9EP,SW1V 4QQ,470,4
4/26/2013 11:41,149,EC3V 0BP,SW1P 3AU,435,4
4/26/2013 11:45,348,EC3V 1LR,E2 0RY,460,4
4/26/2013 11:51,53,W3 7JT,W4 3PH,450,4
4/26/2013 11:56,342,W1T 1JQ,SW1P 3AU,500,4
4/26/2013 12:03,21,WC2E 9NG,SW1V 4QQ,440,4
4/26/2013 12:04,308,SW1W 8EZ,SW1P 3AU,470,4
4/26/2013 12:15,308,EC1M 6AW,E2 0RY,470,4
4/26/2013 12:16,222,WC1X 0AE,SW1P 3AU,425,4
4/26/2013 12:21,313,N1 1HW,E2 0RY,460,4
4/26/2013 12:34,337,SE1 6TJ,SW1P 3AU,490,4
4/26/2013 12:37,302,SW4 7AA,SW12 9HD,445,4
4/26/2013 12:38,165,SE5 8RS,SE1 2BN,460,4
4/26/2013 12:43,80,N5 2AB,N17 6QA,465,4
4/26/2013 12:48,320,NW1 8XD,W10 6HQ,530,4
4/26/2013 13:26,176,WC2E 7LJ,SW1P 3AU,450,4
4/26/2013 13:27,211,W11 4UL,SW18 1NN,475,4
4/26/2013 13:27,80,E8 3PE,NW5 2QH,465,4
4/26/2013 13:33,194,W1W 6DS,SW1P 3AU,360,4
4/26/2013 13:44,211,SW10 0PL,SW18 1NN,475,4
4/26/2013 13:50,353,W2 5AH,SW1P 3AU,515,4
4/26/2013 13:51,350,SW14 7QR,SW18 1NN,480,4
4/26/2013 13:53,58,WC2E 8HB,SW1P 3AU,320,4
4/26/2013 13:54,224,EC2A 2ER,SW1P 3AU,485,4
4/26/2013 13:59,306,SE1 4YG,SE1 2BN,430,4
4/26/2013 13:59,71,W1D 5DD,SW1P 3AU,535,4
4/26/2013 14:00,297,CR0 1RG,CR7 8LE,435,4
4/26/2013 14:02,300,WC1N 2PB,SW1P 3AU,425,4
4/26/2013 14:08,207,SE26 5QF,CR7 8LE,510,4
4/26/2013 14:10,195,SW8 3JW,SW18 1NN,450,4
4/26/2013 14:23,295,SE1 1TA,SW1V 4QQ,575,4
4/26/2013 14:25,80,SE15 4HY,SW1P 3AU,465,4
4/26/2013 14:36,303,SW1V 4QQ,SW18 1NN,555,4
4/26/2013 14:36,29,TW9 1TJ,SW18 1NN,420,4
4/26/2013 14:36,301,SE19 2AE,SE8 3JD,495,4
4/26/2013 14:39,77,E2 0AN,E2 0RY,455,4
4/26/2013 14:41,360,W3 9DD,W4 3PH,585,4
4/26/2013 14:41,197,WC2A 3HP,SE1 2BN,470,4
4/26/2013 14:46,80,W1W 6DS,NW5 2QH,465,4
4/26/2013 14:47,15,E1 4XG,E2 0RY,455,4
4/26/2013 14:48,348,W10 6HQ,SW1P 3AU,460,4
4/26/2013 14:57,50,TW9 3AH,W10 6HQ,340,4
4/26/2013 14:59,366,SW14 7QR,SW18 1NN,505,4
4/26/2013 15:01,62,NW1 0JH,SW1V 4QQ,380,4
4/26/2013 15:08,52,E2 9LY,SE1 2BN,380,4
4/26/2013 15:21,306,EC1N 7TR,NW5 2QH,430,4
4/26/2013 15:43,213,TW9 3AP,W10 6HQ,495,4
4/26/2013 15:44,290,TW10 6RN,KT2 5AU,405,4
4/26/2013 15:51,168,EC1M 6DR,E2 0RY,470,4
4/26/2013 15:52,224,W1W 5EA,SW1P 3AU,485,4
4/26/2013 15:53,20,SE1 7PZ,SE1 2BN,370,4
4/26/2013 15:57,316,E1 2QA,SE8 3JD,450,4
4/26/2013 15:57,80,W1H 4LQ,SW1P 3AU,465,4
